C,[ -0.71920669 288.63919314],[   0.7523134  -177.97845011],[-266  480    0  288],[874 480 619 288],-0.7192066910799711,288.6391931438127,0.7523133978547984,-177.97845010615674
C,[ -0.7086067  287.66356261],[   0.73072562 -168.4053288 ],[-271  480    0  288],[887 480 624 288],-0.708606701940035,287.6635626102293,0.7307256235827664,-168.40532879818585
C,[ -0.69078204 283.94437584],[   0.7530894  -178.31469832],[-283  480   -5  288],[874 480 619 288],-0.6907820366077021,283.9443758393065,0.7530894020363759,-178.3146983231777
C,[ -0.7175058  288.82267089],[   0.74246032 -174.9468254 ],[-266  480    1  288],[882 480 623 288],-0.7175058041114973,288.82267089074116,0.742460317460318,-174.94682539682572
C,[ -0.70098026 286.93655556],[   0.75406011 -179.17142651],[-275  480   -1  288],[874 480 619 288],-0.7009802648100504,286.9365555642149,0.7540601106634583,-179.17142651359964
C,[ -0.71134454 287.8426169 ],[   0.7435314  -175.15184891],[-270  480    0  288],[881 480 622 288],-0.7113445383321458,287.8426168951103,0.7435314033326483,-175.1518489120314
C,[ -0.70691641 287.49083924],[   0.75513615 -179.66484708],[-272  480    0  288],[873 480 619 288],-0.7069164058657402,287.49083924349884,0.7551361465995617,-179.66484707704242
C,[ -0.71874125 288.44636629],[   0.76118746 -183.01855048],[-266  480    0  288],[871 480 618 288],-0.7187412529123522,288.44636628631224,0.7611874578317533,-183.01855047761103
C,[ -0.70757316 287.51388889],[   0.74607995 -174.79416173],[-272  480    0  288],[877 480 620 288],-0.7075731604014833,287.5138888888889,0.7460799534171288,-174.79416173260333
C,[ -0.70712852 287.44998445],[   0.74040464 -173.24163808],[-272  480    0  288],[882 480 622 288],-0.7071285157291394,287.4499844485915,0.7404046367109136,-173.2416380797765
C,[ -0.71737088 288.4422949 ],[   0.74071674 -173.67196926],[-267  480    0  288],[882 480 623 288],-0.7173708751326776,288.44229490357293,0.7407167433754871,-173.67196925689348
C,[ -0.71469928 288.38843811],[   0.73626234 -171.43551509],[-268  480    0  288],[884 480 624 288],-0.7146992827663584,288.3884381135553,0.7362623400364514,-171.4355150946356
C,[ -0.7159     291.14639143],[   0.74512488 -178.13235165],[-263  480    4  288],[883 480 625 288],-0.7158999979287066,291.14639143312826,0.7451248751248746,-178.1323516483513
C,[ -0.72135105 293.96484362],[   0.71226879 -163.91082682],[-257  480    8  288],[904 480 634 288],-0.7213510492662725,293.96484361639716,0.7122687864760233,-163.91082682346774
C,[ -0.70257708 293.6816324 ],[   0.72793363 -172.42165583],[-265  480    8  288],[896 480 632 288],-0.7025770818923057,293.68163239640324,0.7279336298323635,-172.42165583304788
C,[ -0.70012803 294.15309461],[   0.73526312 -173.76297409],[-265  480    8  288],[889 480 628 288],-0.7001280262492143,294.1530946065429,0.7352631240707548,-173.76297408881862
C,[ -0.71440228 298.87066503],[   0.72509147 -170.10835531],[-253  480   15  288],[896 480 631 288],-0.7144022847817215,298.87066503467963,0.7250914660086794,-170.10835531353743
C,[ -0.71783242 300.15787542],[   0.72533146 -170.9868052 ],[-250  480   16  288],[897 480 632 288],-0.7178324244966447,300.15787541946315,0.7253314635390113,-170.98680520142835
C,[ -0.71700906 300.40616309],[   0.72696563 -171.7902162 ],[-250  480   17  288],[896 480 632 288],-0.7170090607338294,300.4061630932089,0.7269656273759102,-171.79021619537292
C,[ -0.71579685 299.93435795],[   0.7346394  -174.35568264],[-251  480   16  288],[890 480 629 288],-0.7157968450538106,299.9343579537077,0.734639399056512,-174.35568264047967
C,[ -0.73129276 308.55592904],[   0.71722154 -168.22089731],[-234  480   28  288],[903 480 636 288],-0.7312927595280536,308.55592903828193,0.7172215377453671,-168.22089730634136
C,[ -0.75827788 321.32708207],[   0.69720051 -162.49327589],[-209  480   43  288],[921 480 646 288],-0.7582778786045566,321.3270820729984,0.6972005142042551,-162.49327588840174
C,[ -0.75172856 319.97561896],[   0.67477799 -158.31953211],[-212  480   42  288],[945 480 661 288],-0.7517285628019327,319.97561896135267,0.674777985222064,-158.31953211435112
C,[ -0.75287881 320.05959032],[   0.65854298 -150.58385744],[-212  480   42  288],[957 480 665 288],-0.7528788051533463,320.0595903165736,0.6585429769392046,-150.5838574423488
C,[ -0.76744219 325.76744219],[  0.53725461 -73.51794024],[-200  480   49  288],[1030  480  672  288],-0.7674421883812745,325.7674421883812,0.5372546129223192,-73.51794024266151
C,[ -0.7682567  325.13138519],[  0.51162965 -56.62867771],[-201  480   48  288],[1048  480  673  288],-0.7682566967483169,325.1313851883684,0.5116296484484647,-56.628677710186416
C,[ -0.7602969  323.81744368],[   0.6611469  -150.82551493],[-205  480   47  288],[954 480 663 288],-0.7602969043348307,323.81744368004433,0.6611469013701106,-150.82551492604966
C,[ -0.7548848  319.87129237],[  0.46255892 -23.93723721],[-212  480   42  288],[1089  480  674  288],-0.7548848032791659,319.87129237288144,0.4625589164421025,-23.937237209959267
C,[ -0.78310433 330.09883233],[   0.68380062 -163.40965732],[-191  480   53  288],[940 480 660 288],-0.7831043262006467,330.0988323260956,0.6838006230529593,-163.40965732087227
C,[ -0.7827967  324.77653152],[   0.68492338 -161.33509605],[-198  480   46  288],[936 480 656 288],-0.7827967030326507,324.77653152226105,0.6849233757824302,-161.3350960500754
C,[ -0.76611754 322.69938708],[  0.45823541 -18.69748228],[-205  480   45  288],[1088  480  669  288],-0.766117535282245,322.69938707597515,0.4582354119983234,-18.697482283069878
C,[ -0.75257388 316.30198228],[   0.67449004 -153.9520034 ],[-217  480   37  288],[939 480 655 288],-0.7525738765518449,316.3019822812846,0.6744900437105389,-153.9520033997085
C,[ -0.77131325 320.23266021],[   0.68443205 -159.22368154],[-207  480   41  288],[933 480 653 288],-0.7713132497239897,320.23266020989166,0.6844320486815411,-159.22368154158193
C,[ -0.76011586 316.97602496],[  0.50264613 -44.54643198],[-214  480   38  288],[1043  480  661  288],-0.7601158645276292,316.9760249554367,0.5026461252526031,-44.54643198218699
C,[ -0.75804101 309.05866142],[   0.6752253  -142.08393324],[-225  480   27  288],[921 480 636 288],-0.7580410054989901,309.0586614195412,0.6752252972857682,-142.08393323734916
C,[ -0.75320576 302.55129217],[   0.66827115 -138.94674646],[-235  480   19  288],[926 480 638 288],-0.7532057605050309,302.55129216808047,0.6682711470174014,-138.94674645644346
C,[ -0.76241611 301.92483221],[   0.68927507 -148.20710452],[-233  480   18  288],[911 480 632 288],-0.7624161073825496,301.9248322147649,0.689275066019252,-148.20710452338355
C,[ -0.76617169 304.11857165],[   0.66990082 -137.07388729],[-229  480   21  288],[921 480 634 288],-0.7661716856187054,304.1185716479097,0.6699008218486399,-137.0738872875167
C,[ -0.78214178 309.7317826 ],[   0.676726   -141.97411049],[-217  480   27  288],[919 480 635 288],-0.7821417817352773,309.73178259560365,0.6767260030417922,-141.9741104898997
C,[ -0.77942115 309.55224516],[   0.64853821 -128.04878254],[-218  480   27  288],[937 480 641 288],-0.7794211534369017,309.55224515854445,0.6485382087791729,-128.04878254275874
C,[ -0.76313132 306.95972557],[   0.65670035 -131.68280592],[-226  480   24  288],[931 480 639 288],-0.7631313226065884,306.95972557002034,0.6567003468471638,-131.68280591792345
C,[ -0.76148346 308.76362665],[   0.65884441 -133.5277939 ],[-224  480   27  288],[931 480 639 288],-0.7614834558788847,308.76362665021406,0.65884441398179,-133.52779390422955
C,[ -0.75987684 307.64337032],[   0.65483539 -130.05092593],[-226  480   25  288],[931 480 638 288],-0.7598768424437603,307.64337032219663,0.6548353909465005,-130.05092592592482
C,[ -0.75882933 308.67563026],[   0.65580385 -131.16751269],[-225  480   27  288],[931 480 639 288],-0.7588293318084517,308.67563026270705,0.6558038513919314,-131.16751268906035
C,[ -0.76917523 309.19912497],[   0.64848514 -124.32509615],[-222  480   27  288],[931 480 635 288],-0.7691752300451985,309.199124973387,0.6484851435340705,-124.32509614916535
C,[ -0.77876744 300.76104655],[   0.64545121 -114.20194424],[-230  480   16  288],[920 480 623 288],-0.7787674378514385,300.76104654962694,0.6454512105649313,-114.20194424064618
C,[ -0.76349925 292.26349925],[   0.65882643 -114.95064103],[-245  480    5  288],[903 480 611 288],-0.7634992458521868,292.26349924585213,0.6588264299802762,-114.95064102564106
C,[ -0.75252525 288.16666667],[  0.50696534 -27.79089655],[-254  480    0  288],[1001  480  622  288],-0.7525252525252529,288.1666666666667,0.506965342288314,-27.79089654953976
C,[ -0.75613988 289.05262184],[   0.66103207 -113.67629753],[-252  480    1  288],[898 480 607 288],-0.7561398809951067,289.0526218437423,0.6610320682508263,-113.67629753227352
C,[ -0.72906065 278.51931009],[   0.65104167 -106.53645833],[-276  480  -13  288],[900 480 606 288],-0.7290606531326441,278.5193100862391,0.651041666666667,-106.53645833333366
C,[ -0.72612742 269.68181818],[  0.5248318  -23.89329129],[-289  480  -25  288],[960 480 594 288],-0.7261274158911952,269.68181818181813,0.5248317985998997,-23.893291289215227
C,[ -0.71008742 263.06987578],[  0.52170518 -20.55952606],[-305  480  -35  288],[959 480 591 288],-0.7100874166091566,263.06987577639745,0.5217051767393938,-20.559526062900503
C,[ -0.73798927 268.33708965],[  0.52484827 -21.76574463],[-286  480  -26  288],[956 480 590 288],-0.7379892676767679,268.3370896464647,0.5248482726423906,-21.765744631185996
C,[ -0.72632343 264.62731353],[  0.56101718 -42.46625127],[-296  480  -32  288],[931 480 589 288],-0.7263234323432347,264.6273135313532,0.5610171788013449,-42.466251272438825
C,[ -0.7087464  263.34416307],[   0.68376048 -114.25591348],[-305  480  -34  288],[869 480 588 288],-0.7087464000886131,263.34416306675524,0.683760477371025,-114.25591347650162
C,[ -0.73887786 266.23887786],[  0.52300821 -19.02534555],[-289  480  -29  288],[954 480 587 288],-0.7388778550148958,266.2388778550149,0.5230082080202114,-19.025345552243706
C,[ -0.71434149 265.0426861 ],[ 0.41757061 37.29502985],[-300  480  -32  288],[1060  480  600  288],-0.7143414888079127,265.0426861009891,0.4175706096541677,37.29502985239473
L,,[   0.67645844 -104.08048357],[0 0 0 0],[863 480 579 288],,,0.676458438199303,-104.08048357115518
C,[ -0.71934952 247.41975309],[  0.67301738 -98.32862873],[-323  480  -56  288],[859 480 574 288],-0.7193495242742979,247.41975308641966,0.6730173763434335,-98.32862872930836
C,[ -0.66385135 235.        ],[   0.69951539 -104.82980466],[-369  480  -79  288],[836 480 561 288],-0.6638513513513518,234.99999999999994,0.699515389495613,-104.82980466122817
C,[ -0.67352941 232.30882353],[  0.54179771 -35.776493  ],[-367  480  -82  288],[951 480 597 288],-0.6735294117647057,232.30882352941168,0.5417977120674667,-35.77649299752879
C,[ -0.67813872 232.31343284],[   0.70996544 -105.19993649],[-365  480  -82  288],[824 480 553 288],-0.6781387181738365,232.31343283582083,0.7099654377880179,-105.19993648824267
C,[ -0.67352941 232.        ],[  0.53765897 -30.54039629],[-368  480  -83  288],[949 480 592 288],-0.6735294117647059,231.99999999999997,0.5376589669662089,-30.540396294923035
C,[ -0.67467719 232.67467719],[ 0.47230984 -3.71624591],[-366  480  -82  288],[1024  480  617  288],-0.67467718794835,232.6746771879483,0.4723098350003731,-3.716245912291498
C,[ -0.67032427 233.5       ],[  0.53749658 -29.12165781],[-367  480  -81  288],[947 480 589 288],-0.6703242712086468,233.49999999999994,0.537496583191371,-29.12165781226964
C,[ -0.66741593 230.86144578],[  0.54121768 -29.10079751],[-373  480  -85  288],[940 480 585 288],-0.6674159323862616,230.86144578313252,0.5412176799842627,-29.10079751019955
C,[ -0.67480359 231.03900112],[   0.70855806 -102.53789327],[-368  480  -84  288],[822 480 551 288],-0.6748035914702581,231.03900112233447,0.7085580588268762,-102.53789326961368
C,[ -0.66572625 230.3597561 ],[   0.7122093  -107.08139535],[-374  480  -86  288],[824 480 554 288],-0.6657262468147072,230.359756097561,0.7122093023255807,-107.08139534883674
C,[ -0.67480359 231.03900112],[   0.7057975  -104.37683679],[-368  480  -84  288],[827 480 555 288],-0.6748035914702581,231.03900112233447,0.7057974980908321,-104.37683679416318
C,[ -0.69559652 231.18202765],[   0.71578013 -107.21988632],[-357  480  -81  288],[820 480 552 288],-0.6955965181771633,231.18202764976962,0.715780130246998,-107.21988632275676
C,[ -0.69174107 231.96919643],[0.48779177 2.13481738],[-358  480  -80  288],[979 480 586 288],-0.6917410714285714,231.96919642857137,0.48779176749344594,2.134817377495684
C,[ -0.6882716  231.25308642],[  0.55463518 -25.66595417],[-361  480  -82  288],[911 480 565 288],-0.6882716049382718,231.25308641975306,0.5546351779408841,-25.665954169010995
C,[ -0.67647933 227.13113292],[   0.72926545 -110.42455787],[-373  480  -89  288],[809 480 546 288],-0.6764793339280403,227.13113291703834,0.7292654499016241,-110.42455786864475
C,[ -0.6814089 226.4782839],[   0.7154325  -102.16136959],[-372  480  -90  288],[813 480 545 288],-0.6814088983050846,226.4782838983051,0.7154325032765394,-102.16136959370863
C,[ -0.66481481 222.66481481],[   0.7322264 -107.4567878],[-387  480  -98  288],[802 480 540 288],-0.6648148148148142,222.6648148148148,0.7322263993316643,-107.45678780284136
C,[ -0.65639118 221.65639118],[   0.75652174 -111.66086957],[-393  480 -101  288],[782 480 528 288],-0.6563911772521915,221.6563911772522,0.7565217391304356,-111.66086956521798
C,[ -0.66666667 225.        ],[   0.75 -102.75],[-382  480  -94  288],[776 480 521 288],-0.6666666666666676,224.99999999999994,0.7500000000000011,-102.75000000000074
C,[ -0.62745098 220.52941176],[   0.78125 -125.15625],[-413  480 -107  288],[774 480 528 288],-0.6274509803921575,220.529411764706,0.7812499999999979,-125.15624999999864
C,[ -0.63934426 221.63934426],[   0.75862069 -110.34482759],[-404  480 -103  288],[778 480 525 288],-0.6393442622950826,221.63934426229514,0.7586206896551714,-110.3448275862062
R,[-1.73913043e-01  1.99304348e+02],,[-1614   480  -510   288],[0 0 0 0],-0.17391304347825978,199.30434782608694,,
R,[-1.73761610e-01  2.06638545e+02],,[-1573   480  -468   288],[0 0 0 0],-0.17376160990712075,206.6385448916409,,
R,[-1.82833186e-01  2.10553398e+02],,[-1473   480  -423   288],[0 0 0 0],-0.18283318623124478,210.5533980582524,,
R,[-1.81099127e-01  2.11432203e+02],,[-1482   480  -422   288],[0 0 0 0],-0.18109912686183852,211.43220338983048,,
R,[-1.82622764e-01  2.13489151e+02],,[-1459   480  -408   288],[0 0 0 0],-0.1826227636086792,213.48915112295398,,
R,[-1.89820535e-01  2.16457105e+02],,[-1388   480  -376   288],[0 0 0 0],-0.18982053545160324,216.45710503089143,,
R,[-1.83262960e-01  2.16768707e+02],,[-1436   480  -388   288],[0 0 0 0],-0.18326296035655631,216.76870748299314,,
R,[-1.79490096e-01  2.16702657e+02],,[-1466   480  -397   288],[0 0 0 0],-0.17949009615676292,216.70265720265715,,
R,[-1.90960863e-01  2.17588877e+02],,[-1374   480  -368   288],[0 0 0 0],-0.190960862716588,217.588876772083,,
R,[-1.79357349e-01  2.16583063e+02],,[-1468   480  -398   288],[0 0 0 0],-0.17935734900020595,216.58306277056286,,
R,[-1.80825856e-01  2.16743234e+02],,[-1455   480  -394   288],[0 0 0 0],-0.18082585628224565,216.7432341063172,,
R,[-1.91513416e-01  2.17469626e+02],,[-1370   480  -368   288],[0 0 0 0],-0.19151341573711167,217.46962616822427,,
R,[-1.93554902e-01  2.17771075e+02],,[-1354   480  -362   288],[0 0 0 0],-0.19355490162137184,217.77107495239736,,
R,[-1.90340909e-01  2.17307630e+02],,[-1380   480  -371   288],[0 0 0 0],-0.19034090909090923,217.30762987012977,,
R,[-1.84344867e-01  2.17106495e+02],,[-1426   480  -384   288],[0 0 0 0],-0.18434486670448086,217.10649461145772,,
R,[-1.90087146e-01  2.17375817e+02],,[-1381   480  -371   288],[0 0 0 0],-0.19008714596949916,217.3758169934641,,
R,[-1.91039032e-01  2.17205058e+02],,[-1375   480  -370   288],[0 0 0 0],-0.1910390324354036,217.2050577240242,,
R,[-2.00757576e-01  2.22000000e+02],,[-1285   480  -328   288],[0 0 0 0],-0.20075757575757586,221.99999999999997,,
R,[-1.93405963e-01  2.26454128e+02],,[-1310   480  -318   288],[0 0 0 0],-0.19340596330275225,226.45412844036687,,
R,[-1.99080214e-01  2.34394796e+02],,[-1233   480  -269   288],[0 0 0 0],-0.19908021360486164,234.39479617604607,,
R,[-1.95045252e-01  2.36156466e+02],,[-1250   480  -265   288],[0 0 0 0],-0.19504525233931613,236.1564657156006,,
R,[-1.83922134e-01  2.35623225e+02],,[-1328   480  -284   288],[0 0 0 0],-0.18392213356973977,235.62322547281317,,
R,[-2.03987241e-01  2.43273046e+02],,[-1160   480  -219   288],[0 0 0 0],-0.20398724082934616,243.27304625199355,,
